Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Mileage,Engine,Max_power,Color,Seating_capacity,City
SUV,45500,2,Mahindra,Mahindra XUV500,2019,1000000,Diesel,Comprehensive,Manual,16.0,2179,138.0,Black,7,Delhi
SUV,16000,1,Audi,Audi Q5,2022,5700000,Petrol,Third Party insurance,Automatic,13.47,1984,245.59,Blue,5,Delhi
Hatchback,75000,1,Hyundai,Hyundai i20,2012,240000,Petrol,Third Party insurance,Manual,17.0,1197,78.90559999999999,Red,5,Delhi
Sedan,19000,1,Mercedes-Benz,Mercedes-Benz S-Class,2012,2450000,Petrol,Comprehensive,Automatic,10.13,3498,364.9,Silver,5,Delhi
Hatchback,40000,2,Mercedes-Benz,Mercedes-Benz A Class,2014,1290000,Diesel,Third Party insurance,Automatic,20.0,2143,107.3,White,5,Delhi
Sedan,20000,1,Jaguar,Jaguar XE,2019,3250000,Petrol,Comprehensive,Automatic,13.5,1999,246.74,White,5,Delhi
Sedan,61000,2,Honda,Honda City,2013,440000,Petrol,Third Party insurance,Automatic,15.6,1497,116.3,Black,5,Delhi
MUV,126000,1,Toyota,Toyota Innova,2013,670000,Diesel,Third Party insurance,Manual,12.99,2494,100.0,Silver,7,Delhi
Sedan,30000,1,Maruti,Maruti Ciaz,2018,800000,Petrol,Third Party insurance,Automatic,19.12,1373,91.1,Others,5,Delhi
MUV,77293,1,Maruti,Maruti Ertiga,2019,921000,Petrol,Third Party insurance,Manual,19.34,1462,103.0,Silver,7,Delhi
Sedan,110000,1,Maruti,Maruti Swift Dzire,2013,310000,Petrol,Comprehensive,Manual,19.1,1197,85.8,Grey,5,Delhi
Hatchback,25502,1,Maruti,Maruti Alto K10,2019,358000,Petrol,Comprehensive,Manual,24.39,998,65.71,Silver,5,Delhi
Hatchback,57120,1,Maruti,Maruti Celerio,2016,390000,Petrol,Comprehensive,Automatic,26.0,998,65.71,Silver,5,Delhi
MUV,97000,1,Toyota,Toyota Innova Crysta,2016,1350000,Diesel,Third Party,Automatic,11.36,2755,171.5,Grey,8,Delhi
Hatchback,51868,1,Maruti,Maruti Wagon R,2017,345000,Petrol,Comprehensive,Manual,20.51,998,67.04,White,5,Delhi
Hatchback,52725,1,Hyundai,Hyundai i10,2010,208000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Yellow,5,Delhi
Hatchback,50000,1,Maruti,Maruti Swift,2014,320000,Diesel,Comprehensive,Manual,25.2,1248,74.0,Others,5,Delhi
Hatchback,84929,1,Hyundai,Hyundai i10,2012,210000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Silver,5,Delhi
SUV,42000,1,Honda,Honda WR-V,2017,675000,Petrol,Comprehensive,Manual,17.5,1199,88.7,White,5,Delhi
MUV,21515,1,Maruti,Maruti XL6,2019,1100000,Petrol,Third Party insurance,Automatic,20.27,1462,101.65,Silver,6,Delhi
Sedan,50000,2,Audi,Audi A6,2015,1200000,Diesel,Comprehensive,Automatic,17.68,1968,174.33,Others,5,Delhi
SUV,42000,1,Mercedes-Benz,Mercedes-Benz GLC,2020,5200000,Petrol,Comprehensive,Automatic,12.74,1991,197.0,Blue,5,Delhi
Hatchback,53000,1,Tata,Tata Tiago,2019,440000,Petrol,Third Party insurance,Manual,23.84,1199,84.0,Grey,5,Delhi
Hatchback,71000,1,Maruti,Maruti Celerio,2016,385000,Petrol,Comprehensive,Automatic,23.1,998,67.04,White,5,Delhi
Sedan,48000,1,Honda,Honda Amaze,2019,720000,Petrol,Comprehensive,Automatic,18.1,1199,88.7,Silver,5,Delhi
Hatchback,56000,1,Maruti,Maruti Baleno,2018,540000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,White,5,Delhi
SUV,60000,1,Maruti,Maruti Vitara Brezza,2018,825000,Diesel,Third Party insurance,Manual,24.3,1248,88.5,Others,5,Delhi
Hatchback,50000,1,Tata,Tata Altroz,2021,720000,Petrol,Third Party insurance,Manual,19.33,1199,86.83,Others,5,Delhi
Hatchback,120000,1,Maruti,Maruti Wagon R,2016,229999,CNG,Third Party insurance,Manual,26.6,998,58.16,White,5,Delhi
Hatchback,50000,2,Maruti,Maruti Ritz,2011,200000,Petrol,Third Party insurance,Manual,18.5,1197,85.8,Others,5,Delhi
MUV,30000,1,Maruti,Maruti Ertiga,2022,1160000,CNG,Third Party,Manual,26.11,1462,86.63,Gray,7,Delhi
Hatchback,3819,1,Maruti,Maruti Swift,2023,723000,Petrol,Zero Dep,Manual,22.38,1197,88.5,White,5,Delhi
Hatchback,7825,1,Hyundai,Hyundai i20,2020,806000,Petrol,Third Party insurance,Automatic,19.65,1197,86.8,White,5,Delhi
Sedan,70000,2,Honda,Honda City,2016,700000,Petrol,Zero Dep,Manual,17.8,1497,117.3,Gray,5,Delhi
Hatchback,27436,1,Maruti,Maruti Celerio,2019,507000,Petrol,Comprehensive,Automatic,23.1,998,67.04,Silver,5,Delhi
MUV,40673,1,Maruti,Maruti Ertiga,2013,499000,Petrol,Third Party insurance,Manual,16.02,1373,93.7,Grey,7,Delhi
Sedan,60000,1,Hyundai,Hyundai Verna,2022,1300000,Diesel,Third Party insurance,Manual,25.0,1493,113.45,Others,5,Delhi
Hatchback,33100,1,Maruti,Maruti Swift,2018,639000,Petrol,Third Party insurance,Automatic,22.56,1197,88.5,White,5,Delhi
Sedan,80000,2,Maruti,Maruti SX4,2009,130000,Petrol,Zero Dep,Manual,15.0,1586,103.2479776,Others,5,Delhi
Hatchback,57929,1,Maruti,Maruti Alto K10,2019,331000,Petrol,Comprehensive,Manual,24.39,998,65.71,Red,5,Delhi
Hatchback,8500,1,Hyundai,Hyundai i20,2022,790000,Petrol,Third Party insurance,Manual,21.0,1197,81.8,Blue,5,Delhi
Sedan,60000,1,Honda,Honda City,2011,376000,Petrol,Third Party insurance,Manual,17.0,1497,116.38576,Others,5,Delhi
Sedan,40000,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2650000,Diesel,Third Party insurance,Automatic,17.9,2143,136.0,Others,5,Delhi
Hatchback,120000,2,Maruti,Maruti Swift,2013,310000,Petrol,Third Party insurance,Manual,18.6,1197,85.8,Others,5,Delhi
Sedan,40000,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2650000,Diesel,Comprehensive,Automatic,17.9,2143,136.0,Others,5,Delhi
SUV,76000,1,Mitsubishi,Mitsubishi Outlander,2011,570000,Petrol,Comprehensive,Automatic,11.3,2360,167.6744,Purple,5,Delhi
MUV,35000,1,Maruti,Maruti Ertiga,2021,1065000,CNG,Third Party insurance,Manual,26.08,1462,91.19,Blue,7,Delhi
Sedan,19681,1,Honda,Honda City,2015,570000,Petrol,Third Party insurance,Manual,17.4,1497,117.3,Dark Red,5,Delhi
Sedan,68866,2,Ford,Ford Fiesta Classic,2012,150000,Petrol,Third Party insurance,Manual,14.09,1596,99.6,Red,5,Delhi
SUV,100000,2,Maruti,Maruti Vitara Brezza,2018,690000,Diesel,Third Party insurance,Manual,24.3,1248,88.5,Others,5,Delhi
Sedan,70000,2,Maruti,Maruti Ciaz,2016,550000,Petrol,Comprehensive,Automatic,19.12,1373,91.1,Others,5,Delhi
Hatchback,53338,1,Maruti,Maruti Celerio,2016,419000,Petrol,Third Party,Automatic,26.0,998,65.71,Silver,5,Delhi
Sedan,41558,1,Honda,Honda Amaze,2017,505999,Petrol,Third Party insurance,Manual,17.8,1198,86.7,Grey,5,Delhi
Hatchback,10000,2,Maruti,Maruti Alto,2011,130000,Petrol,Comprehensive,Manual,19.7,796,46.3,Others,5,Delhi
Hatchback,25403,2,Maruti,Maruti Baleno,2017,528000,Petrol,Third Party,Manual,21.4,1197,83.1,Blue,5,Delhi
Sedan,52800,1,Honda,Honda City,2014,608000,Petrol,Third Party insurance,Manual,17.4,1497,117.3,Black,5,Delhi
MUV,60000,1,Toyota,Toyota Innova Crysta,2019,1750000,Diesel,Comprehensive,Manual,13.68,2393,147.51,White,7,Delhi
Hatchback,92543,1,Maruti,Maruti Swift,2012,300000,Petrol,Comprehensive,Manual,22.0,1197,81.8,Silver,5,Delhi
Sedan,28000,1,Audi,Audi A6,2015,1500000,Diesel,Comprehensive,Automatic,17.68,1968,174.33,White,5,Delhi
Hatchback,95525,2,Hyundai,Hyundai i10,2011,178000,Petrol,Comprehensive,Manual,20.36,1197,78.9,Silver,5,Delhi
SUV,3200,1,Kia,Kia Seltos,2020,1325000,Diesel,Comprehensive,Manual,20.8,1493,113.43,Grey,5,Delhi
MUV,9000,1,Toyota,Toyota Innova Crysta,2022,2600000,Petrol,Comprehensive,Automatic,8.0,2694,163.6,White,7,Delhi
SUV,31000,1,Jeep,Jeep Compass,2022,3100000,Diesel,Comprehensive,Automatic,14.9,1956,167.67,White,5,Delhi
SUV,23000,1,Maruti,Maruti Brezza,2022,944999,Petrol,Comprehensive,Manual,17.38,1462,101.65,Silver,5,Delhi
Hatchback,2700,1,Maruti,Maruti Swift,2023,700000,Petrol,Comprehensive,Manual,22.38,1197,88.5,White,5,Delhi
Hatchback,30000,1,Hyundai,Hyundai Grand i10,2015,399000,Petrol,Third Party insurance,Manual,18.9,1197,82.0,White,5,Delhi
SUV,130000,2,Ford,Ford Ecosport,2017,556000,Petrol,Third Party insurance,Automatic,14.8,1497,121.36,Black,5,Delhi
SUV,60000,1,Mahindra,Mahindra XUV500,2016,894999,Diesel,Comprehensive,Manual,16.0,1997,140.0,Others,7,Delhi
Hatchback,12400,2,Chevrolet,Chevrolet Spark,2009,89999,Petrol,Third Party,Manual,18.0,995,62.0,Grey,5,Delhi
Hatchback,79000,2,Volkswagen,Volkswagen Polo,2014,333000,Diesel,Comprehensive,Manual,20.14,1498,88.8,Orange,5,Delhi
Sedan,32000,3,Honda,Honda Civic,2020,1400000,Petrol,Comprehensive,Automatic,16.5,1799,139.46,Silver,5,Delhi
Hatchback,39368,1,Volkswagen,Volkswagen Polo,2011,324000,Petrol,Comprehensive,Manual,16.47,1198,73.9,Blue,5,Delhi
Hatchback,49597,1,Hyundai,Hyundai i20,2013,359000,Petrol,Comprehensive,Manual,18.5,1197,82.9,Silver,5,Delhi
Sedan,70000,2,Mercedes-Benz,Mercedes-Benz E-Class,2011,950000,Petrol,Comprehensive,Automatic,12.3,1796,185.0,White,5,Delhi
Hatchback,34174,1,Maruti,Maruti Alto K10,2016,348000,Petrol,Zero Dep,Automatic,23.95,998,67.05,Silver,5,Delhi
Hatchback,11171,1,Maruti,Maruti Ignis,2021,532000,Petrol,Third Party insurance,Manual,20.89,1197,81.8,Blue,5,Delhi
SUV,68000,1,Audi,Audi Q7,2014,1925000,Diesel,Third Party,Automatic,12.07,2967,241.4,White,7,Delhi
Sedan,62545,1,Honda,Honda City,2010,227999,Petrol,Comprehensive,Manual,17.0,1497,116.38576,Silver,5,Delhi
Hatchback,94480,1,Maruti,Maruti Wagon R,2016,295000,Petrol,Comprehensive,Manual,21.79,998,67.05,Grey,5,Delhi
Hatchback,19299,1,Maruti,Maruti Alto 800,2017,297000,Petrol,Third Party insurance,Manual,22.05,796,47.33,Silver,5,Delhi
Sedan,60000,1,Honda,Honda City,2010,350000,Petrol,Third Party insurance,Manual,17.0,1497,116.38576,Others,5,Delhi
SUV,34000,2,Hyundai,Hyundai Creta,2017,1000000,Diesel,Third Party insurance,Automatic,17.01,1582,126.2,White,5,Delhi
Hatchback,30000,1,Tata,Tata Tiago,2020,360000,Petrol,Third Party insurance,Manual,19.01,1199,84.82,Red,5,Delhi
SUV,55000,1,Audi,Audi Q5,2017,1850000,Diesel,Third Party insurance,Automatic,14.16,1968,174.3,White,5,Delhi
Sedan,120000,1,Maruti,Maruti Swift Dzire,2020,580000,Petrol,Third Party insurance,Automatic,21.21,1197,81.8,Others,5,Delhi
SUV,70000,2,Ford,Ford Ecosport,2017,650000,Petrol,Third Party insurance,Manual,15.85,1499,110.4,White,5,Delhi
SUV,40000,2,MG,MG Hector,2019,1430000,Petrol,Third Party insurance,Automatic,13.96,1451,141.0,Others,5,Delhi
Sedan,120000,2,Hyundai,Hyundai Verna,2014,415000,Diesel,Third Party insurance,Automatic,19.08,1582,126.32,Others,5,Delhi
Hatchback,70000,2,Hyundai,Hyundai i10,2009,95000,Petrol,Comprehensive,Manual,20.36,1197,78.9,Others,5,Delhi
SUV,1500,1,Maruti,Maruti FRONX,2023,1250000,Petrol,Third Party insurance,Automatic,20.01,998,98.69,White,5,Delhi
SUV,30000,1,MG,MG Hector,2020,1600000,Petrol,Comprehensive,Automatic,13.96,1451,141.0,Others,5,Delhi
Sedan,53464,1,Honda,Honda City,2016,661000,Petrol,Third Party insurance,Automatic,18.0,1497,117.3,White,5,Delhi
Hatchback,43216,2,Hyundai,Hyundai Grand i10,2016,398000,Petrol,Third Party insurance,Manual,18.9,1197,82.0,Silver,5,Delhi
SUV,70000,1,Tata,Tata Safari Storme,2014,350000,Diesel,Third Party,Manual,14.0,2179,138.1,White,7,Delhi
Hatchback,16372,1,Tata,Tata Tiago,2022,700000,CNG,Third Party,Manual,26.49,1199,72.0,White,5,Delhi
Hatchback,14515,1,Hyundai,Hyundai Grand i10,2018,457000,Petrol,Third Party insurance,Manual,18.9,1197,81.86,Silver,5,Delhi
Sedan,30000,1,Hyundai,Hyundai Verna,2019,1000000,Petrol,Third Party,Automatic,17.0,1591,121.3,Others,5,Delhi
Hatchback,85617,1,Maruti,Maruti Swift,2012,295000,Petrol,Third Party insurance,Manual,18.6,1197,85.8,Silver,5,Delhi
SUV,70000,1,MG,MG Gloster,2021,3450000,Diesel,Comprehensive,Automatic,12.4,1996,215.01,Others,6,Delhi
Hatchback,76605,1,Maruti,Maruti Wagon R,2010,196000,Petrol,Third Party insurance,Manual,18.9,998,67.1,Blue,5,Delhi
SUV,20000,2,Kia,Kia Seltos,2021,925000,Petrol,Third Party insurance,Manual,16.8,1497,113.43,Gray,5,Delhi
SUV,10000,1,Kia,Kia Sonet,2022,1100000,Petrol,Third Party insurance,Manual,18.2,998,118.36,White,5,Delhi
Hatchback,70000,1,Chevrolet,Chevrolet Beat,2015,110000,Diesel,Third Party insurance,Manual,25.44,936,56.3,Others,5,Delhi
Hatchback,80000,3,Hyundai,Hyundai Grand i10,2017,380000,Diesel,Third Party insurance,Manual,24.0,1186,73.97,Others,5,Delhi
SUV,4900,1,Mahindra,Mahindra Thar,2023,1875000,Diesel,Comprehensive,Automatic,24.0,2184,130.0,Grey,4,Delhi
Hatchback,55000,1,Maruti,Maruti Swift,2017,434999,Petrol,Third Party insurance,Manual,20.4,1197,81.8,Grey,5,Delhi
SUV,20000,2,Kia,Kia Seltos,2021,925000,Petrol,Third Party insurance,Manual,16.8,1497,113.43,Gray,5,Delhi
SUV,35000,0,Land Rover,Land Rover Range Rover Sport,2018,10300000,Diesel,Comprehensive,Automatic,12.65,2993,255.0,White,5,Delhi
Hatchback,22000,2,Mini,Mini Cooper,2014,2000000,Petrol,Third Party insurance,Automatic,13.6,1598,181.0,White,4,Delhi
SUV,45000,1,Mahindra,Mahindra Scorpio Classic,2022,1775000,Diesel,Third Party insurance,Manual,13.6,2184,130.07,Black,7,Delhi
Sedan,26000,1,Honda,Honda Amaze,2019,740000,Petrol,Third Party insurance,Automatic,19.0,1199,88.76,Grey,5,Delhi
Hatchback,21387,1,Maruti,Maruti Alto 800,2018,308000,Petrol,Comprehensive,Manual,22.05,796,47.33,Silver,5,Delhi
Hatchback,64568,1,Maruti,Maruti Swift,2018,509000,Petrol,Zero Dep,Manual,22.38,1197,88.5,White,5,Delhi
SUV,25000,1,Volkswagen,Volkswagen Taigun,2022,1725000,Petrol,Comprehensive,Automatic,18.41,999,113.98,Grey,5,Delhi
Hatchback,73568,1,Maruti,Maruti Swift,2012,305000,Petrol,Comprehensive,Manual,22.38,1197,88.5,Black,5,Delhi
Hatchback,87755,1,Maruti,Maruti Swift,2014,349000,Petrol,Comprehensive,Manual,22.0,1197,81.8,White,5,Delhi
SUV,34000,1,Jeep,Jeep Compass,2021,1920000,Diesel,Zero Dep,Automatic,17.1,1956,173.0,Silver,5,Delhi
Hatchback,25319,1,Hyundai,Hyundai i20 N Line,2021,901000,Petrol,Third Party,Automatic,20.25,998,118.41,Silver,5,Delhi
SUV,11000,1,Mahindra,Mahindra Thar,2022,1575000,Petrol,Comprehensive,Manual,15.2,1997,150.0,Grey,4,Delhi
Hatchback,23051,1,Maruti,Maruti Ignis,2020,651000,Petrol,Comprehensive,Automatic,20.89,1197,81.8,Blue,5,Delhi
SUV,4200,1,MG,MG Hector,2021,1900000,Petrol,Third Party insurance,Automatic,20.89,1451,141.0,White,5,Delhi
Hatchback,80000,3,Maruti,Maruti Swift,2012,300000,Petrol,Third Party insurance,Manual,18.6,1197,85.8,Others,5,Delhi
Hatchback,20000,1,Hyundai,Hyundai Santro,2021,530000,Petrol,Comprehensive,Manual,20.3,1086,68.05,Others,5,Delhi
MUV,70123,1,Toyota,Toyota Innova Crysta,2018,1575000,Diesel,Comprehensive,Manual,13.68,2393,147.51,Falsa Colour,8,Delhi
Sedan,71156,1,Honda,Honda City,2016,735000,Petrol,Third Party insurance,Automatic,18.0,1497,117.3,Cherry,5,Delhi
Hatchback,10000,1,Hyundai,Hyundai Grand i10 Nios,2021,701000,Petrol,Third Party insurance,Automatic,20.7,1197,81.86,Others,5,Delhi
MUV,80000,1,Maruti,Maruti Ertiga,2015,550000,Diesel,Third Party insurance,Manual,20.77,1248,88.76,Others,7,Delhi
Hatchback,70000,2,Maruti,Maruti Celerio Tour 2018-2021,2019,409999,CNG,Third Party insurance,Manual,20.77,998,88.76,White,5,Delhi
Sedan,30000,1,Fiat,Fiat Linea,2009,120000,Petrol,Third Party insurance,Manual,14.6,1368,88.7,Black,5,Delhi
Hatchback,36000,1,Honda,Honda Brio,2017,490000,Petrol,Third Party insurance,Automatic,16.5,1198,86.8,Red,5,Delhi
Hatchback,50000,3,Renault,Renault KWID,2017,204999,Petrol,Zero Dep,Manual,25.17,799,53.3,Gray,5,Delhi
SUV,30211,1,Mahindra,Mahindra XUV300,2022,1013000,Diesel,Third Party,Manual,20.0,1497,115.0,Black,5,Delhi
SUV,16291,1,Mahindra,Mahindra XUV700,2022,2700000,Diesel,Third Party insurance,Automatic,20.0,2198,182.38,Silver,7,Delhi
Sedan,40000,1,Honda,Honda Amaze,2019,615000,Petrol,Comprehensive,Manual,19.5,1199,88.76,White,5,Delhi
Hatchback,72368,2,Maruti,Maruti Baleno,2016,433000,Petrol,Third Party,Manual,21.4,1197,83.1,Orange,5,Delhi
SUV,51260,2,Honda,Honda WR-V,2018,607000,Diesel,Third Party insurance,Manual,25.5,1498,98.6,Silver,5,Delhi
Hatchback,30000,2,Honda,Honda Brio,2013,310000,Petrol,Comprehensive,Manual,19.4,1198,86.8,White,5,Delhi
Hatchback,79166,1,Hyundai,Hyundai i20,2018,564000,Petrol,Third Party insurance,Manual,18.6,1197,81.83,White,5,Delhi
Sedan,120000,2,BMW,BMW 3 Series GT,2016,1500000,Diesel,Third Party,Automatic,21.76,1995,188.0,Black,5,Delhi
MUV,10512,1,Datsun,Datsun GO Plus,2021,524000,Petrol,Third Party insurance,Manual,19.02,1198,67.05,White,7,Delhi
Sedan,110000,2,BMW,BMW 3 Series GT,2016,1500000,Diesel,Third Party insurance,Automatic,21.76,1995,188.0,Black,5,Delhi
Hatchback,70000,2,Honda,Honda Jazz,2015,345000,Petrol,Third Party insurance,Manual,18.7,1199,88.7,Gray,5,Delhi
SUV,30000,1,Hyundai,Hyundai Creta,2017,690000,Petrol,Third Party insurance,Manual,15.29,1591,121.3,Red,5,Delhi
Hatchback,50000,1,Tata,Tata Altroz,2021,730000,Petrol,Third Party insurance,Manual,19.33,1199,86.83,Others,5,Delhi
SUV,100000,1,Ford,Ford Ecosport,2017,540000,Diesel,Third Party insurance,Manual,23.0,1498,98.96,Others,5,Delhi
Hatchback,40000,1,Hyundai,Hyundai EON,2014,210000,Petrol,Third Party,Manual,21.1,814,55.2,Others,5,Delhi
SUV,74000,1,Hyundai,Hyundai Creta,2018,935000,Diesel,Third Party insurance,Manual,22.1,1396,88.7,Black,5,Delhi
Sedan,60000,1,Ford,Ford Aspire,2015,380000,Diesel,Third Party insurance,Manual,25.83,1498,99.0,Black,5,Delhi
SUV,120000,1,Tata,Tata Harrier,2019,1450000,Diesel,Third Party insurance,Manual,17.0,1956,138.1,Others,5,Delhi
Hatchback,9545,1,Hyundai,Hyundai i10,2011,200000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Grey,5,Delhi
SUV,20000,1,Mahindra,Mahindra Thar,2022,1730000,Petrol,Comprehensive,Automatic,20.36,1997,150.0,Others,4,Delhi
SUV,36002,1,Ford,Ford Ecosport,2018,791000,Petrol,Comprehensive,Manual,17.0,1497,121.31,Red,5,Delhi
Hatchback,30854,2,Maruti,Maruti Baleno,2021,779000,Petrol,Comprehensive,Automatic,19.56,1197,81.8,Red,5,Delhi
Sedan,45000,1,Maruti,Maruti Swift Dzire,2018,650000,Diesel,Third Party insurance,Manual,28.4,1248,74.02,Golden,5,Delhi
Hatchback,52654,1,Maruti,Maruti Swift,2019,482000,Petrol,Comprehensive,Manual,22.38,1197,88.5,Others,5,Delhi
Hatchback,34151,1,Hyundai,Hyundai Santro,2019,562000,CNG,Comprehensive,Manual,30.48,1086,58.0,Silver,5,Delhi
Hatchback,29000,1,Renault,Renault KWID,2017,310000,Petrol,Comprehensive,Manual,23.01,999,67.0,White,5,Delhi
Sedan,31873,1,Honda,Honda City,2019,892000,Petrol,Third Party insurance,Manual,17.4,1497,117.6,White,5,Delhi
Sedan,24000,1,Hyundai,Hyundai Verna,2015,530000,Petrol,Comprehensive,Manual,17.01,1591,121.3,Red,5,Delhi
Hatchback,52129,1,Maruti,Maruti Baleno,2016,549000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Silver,5,Delhi
Sedan,82000,2,Honda,Honda City,2009,235000,Petrol,Third Party insurance,Manual,17.0,1497,116.38576,Silver,5,Delhi
Sedan,64000,1,Maruti,Maruti Ciaz,2015,595000,Petrol,Comprehensive,Manual,20.73,1373,91.1,Silver,5,Delhi
SUV,75000,1,Mercedes-Benz,Mercedes-Benz GL-Class,2016,3850000,Diesel,Comprehensive,Automatic,11.3,2987,254.8,Blue,7,Delhi
MUV,50000,1,Renault,Renault Triber,2020,586000,Petrol,Comprehensive,Manual,20.0,999,72.0,White,7,Delhi
SUV,63000,1,BMW,BMW X1,2018,2025000,Diesel,Third Party insurance,Automatic,20.68,1995,188.0,Blue,5,Delhi
Hatchback,63000,1,Maruti,Maruti Celerio,2014,385000,Petrol,Third Party insurance,Automatic,23.1,998,67.04,Red,5,Delhi
SUV,79000,1,Tata,Tata Safari Storme,2014,545000,Diesel,Third Party,Manual,14.0,2179,138.1,Brown,7,Delhi
Hatchback,64000,1,Honda,Honda Brio,2012,295000,Petrol,Comprehensive,Manual,19.4,1198,86.8,White,5,Delhi
SUV,16000,1,Mahindra,Mahindra XUV700,2022,2775000,Diesel,Third Party insurance,Automatic,19.4,2198,182.38,White,7,Delhi
Sedan,50236,1,Lexus,Lexus ES,2019,4975000,Petrol,Comprehensive,Automatic,19.4,2487,175.67,White,5,Delhi
Sedan,28000,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,3950000,Diesel,Third Party insurance,Automatic,16.1,1950,191.7,White,5,Delhi
Hatchback,6624,1,Renault,Renault KWID,2022,488999,Petrol,Third Party insurance,Manual,21.46,999,67.06,Blue,5,Delhi
Sedan,48077,2,Honda,Honda Amaze,2013,326000,Petrol,Comprehensive,Manual,18.0,1198,86.7,Others,5,Delhi
Sedan,36000,1,Audi,Audi A4,2016,1549000,Diesel,Third Party insurance,Automatic,18.25,1968,187.74,Blue,5,Delhi
Hatchback,71355,1,Hyundai,Hyundai i20,2016,547000,Petrol,Comprehensive,Manual,18.6,1197,81.83,White,5,Delhi
Hatchback,76282,1,Hyundai,Hyundai Grand i10 Nios,2019,614000,Petrol,Comprehensive,Automatic,20.7,1197,81.86,Blue,5,Delhi
Sedan,40000,2,Jaguar,Jaguar XJ,2018,5300000,Diesel,Comprehensive,Automatic,14.47,2993,301.73,Black,5,Delhi
Hatchback,25091,1,Hyundai,Hyundai Grand i10,2017,445000,Petrol,Comprehensive,Manual,18.9,1197,81.86,Others,5,Delhi
Sedan,80000,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2200000,Diesel,Comprehensive,Automatic,17.9,2143,136.0,Silver,5,Delhi
Hatchback,42857,1,Hyundai,Hyundai i10,2013,285000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Silver,5,Delhi
SUV,70000,1,Mahindra,Mahindra TUV 300,2017,600000,Diesel,Comprehensive,Manual,18.49,1493,100.0,Others,7,Delhi
Sedan,96000,1,BMW,BMW 5 Series,2016,2350000,Diesel,Comprehensive,Automatic,18.12,1995,190.0,Grey,5,Delhi
SUV,66999,1,MG,MG Hector,2021,1675000,Petrol,Comprehensive,Automatic,18.12,1451,141.0,White,5,Delhi
Hatchback,69000,1,Volkswagen,Volkswagen Polo,2021,875000,Petrol,Third Party insurance,Automatic,18.12,1197,103.25,Red,5,Delhi
Sedan,33000,1,Mercedes-Benz,Mercedes-Benz CLA,2018,2850000,Diesel,Comprehensive,Automatic,17.9,2143,136.0,White,5,Delhi
Sedan,65000,1,Toyota,Toyota Corolla Altis,2014,695000,Petrol,Third Party insurance,Automatic,14.28,1798,138.03,Silver,5,Delhi
Hatchback,49000,1,Maruti,Maruti Baleno,2018,725000,Petrol,Comprehensive,Automatic,21.4,1197,83.1,Grey,5,Delhi
Convertibles,80000,2,Mercedes-Benz,Mercedes-Benz E-Class,2010,790000,Petrol,Third Party insurance,Automatic,10.93,3498,272.0,Silver,2,Delhi
MUV,88000,2,Toyota,Toyota Innova,2014,975000,Diesel,Third Party insurance,Manual,12.99,2494,100.6,Silver,7,Delhi
Sedan,74000,1,Maruti,Maruti Swift Dzire,2014,500000,Diesel,Third Party insurance,Manual,23.4,1248,74.0,Grey,5,Delhi
SUV,23000,1,MG,MG Hector,2020,1650000,Petrol,Third Party,Automatic,13.96,1451,141.0,Red,5,Delhi
Hatchback,32192,1,Maruti,Maruti Alto K10,2015,252999,Petrol,Zero Dep,Manual,24.39,998,65.71,Silver,5,Delhi
Sedan,53930,1,Maruti,Maruti Swift Dzire,2017,496000,Petrol,Third Party insurance,Manual,22.41,1197,88.5,White,5,Delhi
SUV,70000,2,Ford,Ford Ecosport,2017,509999,Petrol,Comprehensive,Manual,17.0,1497,121.31,Others,5,Delhi
Sedan,47121,2,Honda,Honda City,2015,554000,Petrol,Comprehensive,Manual,17.4,1497,117.3,Red,5,Delhi
SUV,65000,1,Toyota,Toyota Fortuner,2014,1425000,Diesel,Third Party insurance,Automatic,12.55,2982,168.5,White,7,Delhi
Hatchback,39000,2,Hyundai,Hyundai i20,2017,484999,Petrol,Third Party insurance,Manual,18.6,1197,81.83,White,5,Delhi
SUV,20000,1,Maruti,Maruti Grand Vitara,2023,1425000,CNG,Third Party insurance,Manual,26.6,1462,86.63,Others,5,Delhi
Sedan,150000,1,Hyundai,Hyundai Xcent,2016,377000,Diesel,Third Party insurance,Manual,24.4,1120,71.0,Others,5,Delhi
